N,R,P,CI,EV,LB,UB
100,42,80,90,27.31,21.33,33.26
100,42,80,95,27.31,19.83,34.1
100,42,80,99,27.31,16.7,35.7
100,39,80,90,23.55,17.26,29.8
100,39,80,95,23.55,15.68,30.7
100,39,80,99,23.55,12.4,32.37
100,43,80,90,28.56,22.68,34.41
100,43,80,95,28.56,21.21,35.24
100,43,80,99,28.56,18.14,36.81
100,44,80,90,29.82,24.04,35.56
100,44,80,95,29.82,22.59,36.38
100,44,80,99,29.82,19.58,37.91
100,48,80,90,34.83,29.47,40.16
100,48,80,95,34.83,28.12,40.92
100,48,80,99,34.83,25.32,42.35
100,93,20,90,63.45,50.31,74.32
100,93,20,95,63.45,46.06,75.55
100,93,20,99,63.45,35.19,77.67
100,94,20,90,68.67,57.4,77.99
100,94,20,95,68.67,53.75,79.04
100,94,20,99,68.67,44.35,80.86
100,71,50,90,41.4,31.36,50.63
100,71,50,95,41.4,28.7,51.91
100,71,50,99,41.4,22.91,54.23
100,75,50,90,49.48,40.82,57.44
100,75,50,95,49.48,38.54,58.55
100,75,50,99,49.48,33.54,60.55
100,45,80,90,31.07,25.4,36.71
100,45,80,95,31.07,23.97,37.51
100,45,80,99,31.07,21.01,39.02
100,46,80,90,32.32,26.75,37.86
100,46,80,95,32.32,25.36,38.65
100,46,80,99,32.32,22.45,40.13
100,47,80,90,33.58,28.11,39.01
100,47,80,95,33.58,26.74,39.79
100,47,80,99,33.58,23.88,41.24
100,51,80,90,38.59,33.53,43.61
100,51,80,95,38.59,32.27,44.33
100,51,80,99,38.59,29.63,45.67
100,49,80,90,36.08,30.82,41.31
100,49,80,95,36.08,29.5,42.06
100,49,80,99,36.08,26.76,43.46
100,50,80,90,37.34,32.18,42.46
100,50,80,95,37.34,30.89,43.19
100,50,80,99,37.34,28.19,44.57
100,52,80,90,39.84,34.89,44.76
100,52,80,95,39.84,33.65,45.47
100,52,80,99,39.84,31.06,46.78
100,95,20,90,73.89,64.5,81.65
100,95,20,95,73.89,61.45,82.54
100,95,20,99,73.89,53.6,84.05
100,74,50,90,47.46,38.46,55.73
100,74,50,95,47.46,36.08,56.89
100,74,50,99,47.46,30.88,58.97
100,76,50,90,51.5,43.19,59.14
100,76,50,95,51.5,40.99,60.2
100,76,50,99,51.5,36.19,62.12
100,77,50,90,53.52,45.56,60.84
100,77,50,95,53.52,43.45,61.86
100,77,50,99,53.52,38.85,63.7
100,80,50,90,59.58,52.66,65.95
100,80,50,95,59.58,50.83,66.84
100,80,50,99,59.58,46.83,68.44
100,78,50,90,55.54,47.92,62.54
100,78,50,95,55.54,45.91,63.52
100,78,50,99,55.54,41.51,65.28
100,79,50,90,57.56,50.29,64.25
100,79,50,95,57.56,48.37,65.18
100,79,50,99,57.56,44.17,66.86
100,53,80,90,41.1,36.25,45.91
100,53,80,95,41.1,35.03,46.6
100,53,80,99,41.1,32.5,47.89
100,56,80,90,44.86,40.32,49.37
100,56,80,95,44.86,39.18,50.01
100,56,80,99,44.86,36.81,51.22
100,55,80,90,43.6,38.96,48.22
100,55,80,95,43.6,37.8,48.87
100,55,80,99,43.6,35.37,50.11
100,54,80,90,42.35,37.6,47.06
100,54,80,95,42.35,36.41,47.74
100,54,80,99,42.35,33.94,49.0
100,58,80,90,47.36,43.03,51.67
100,58,80,95,47.36,41.94,52.28
100,58,80,99,47.36,39.68,53.43
100,57,80,90,46.11,41.67,50.52
100,57,80,95,46.11,40.56,51.15
100,57,80,99,46.11,38.24,52.33
100,59,80,90,48.61,44.39,52.82
100,59,80,95,48.61,43.33,53.42
100,59,80,99,48.61,41.12,54.54
100,97,20,90,84.33,78.7,88.99
100,97,20,95,84.33,76.87,89.52
100,97,20,99,84.33,72.16,90.43
100,96,20,90,79.11,71.6,85.32
100,96,20,95,79.11,69.16,86.03
100,96,20,99,79.11,62.88,87.24
100,81,50,90,61.6,55.03,67.65
100,81,50,95,61.6,53.29,68.49
100,81,50,99,61.6,49.49,70.01
100,83,50,90,65.64,59.76,71.05
100,83,50,95,65.64,58.2,71.81
100,83,50,99,65.64,54.8,73.17
100,82,50,90,63.62,57.39,69.35
100,82,50,95,63.62,55.74,70.15
100,82,50,99,63.62,52.14,71.59
100,85,50,90,69.69,64.49,74.46
100,85,50,95,69.69,63.12,75.13
100,85,50,99,69.69,60.12,76.33
100,61,80,90,51.12,47.1,55.12
100,61,80,95,51.12,46.09,55.69
100,61,80,99,51.12,43.99,56.76
100,62,80,90,52.37,48.45,56.27
100,62,80,95,52.37,47.47,56.83
100,62,80,99,52.37,45.42,57.87
100,60,80,90,49.87,45.74,53.97
100,60,80,95,49.87,44.71,54.55
100,60,80,99,49.87,42.55,55.65
100,66,80,90,57.39,53.88,60.87
100,66,80,95,57.39,53.0,61.37
100,66,80,99,57.39,51.17,62.3
100,63,80,90,53.63,49.81,57.42
100,63,80,95,53.63,48.85,57.96
100,63,80,99,53.63,46.86,58.98
100,67,80,90,58.64,55.24,62.02
100,67,80,95,58.64,54.38,62.51
100,67,80,99,58.64,52.61,63.41
100,65,80,90,56.13,52.52,59.72
100,65,80,95,56.13,51.62,60.23
100,65,80,99,56.13,49.73,61.19
100,64,80,90,54.88,51.17,58.57
100,64,80,95,54.88,50.24,59.1
100,64,80,99,54.88,48.3,60.09
100,98,20,90,89.55,85.8,92.66
100,98,20,95,89.55,84.58,93.01
100,98,20,99,89.55,81.44,93.62
100,87,50,90,73.73,69.23,77.86
100,87,50,95,73.73,68.04,78.44
100,87,50,99,73.73,65.44,79.48
100,86,50,90,71.71,66.86,76.16
100,86,50,95,71.71,65.58,76.78
100,86,50,99,71.71,62.78,77.9
100,84,50,90,67.66,62.13,72.76
100,84,50,95,67.66,60.66,73.47
100,84,50,99,67.66,57.46,74.75
100,70,80,90,62.4,59.31,65.48
100,70,80,95,62.4,58.53,65.91
100,70,80,99,62.4,56.91,66.74
100,69,80,90,61.15,57.95,64.32
100,69,80,95,61.15,57.15,64.78
100,69,80,99,61.15,55.48,65.63
100,71,80,90,63.65,60.66,66.63
100,71,80,95,63.65,59.91,67.05
100,71,80,99,63.65,58.35,67.85
100,68,80,90,59.89,56.59,63.17
100,68,80,95,59.89,55.77,63.64
100,68,80,99,59.89,54.04,64.52
100,73,80,90,66.16,63.37,68.93
100,73,80,95,66.16,62.68,69.32
100,73,80,99,66.16,61.22,70.06
100,72,80,90,64.91,62.02,67.78
100,72,80,95,64.91,61.29,68.19
100,72,80,99,64.91,59.79,68.95
100,75,80,90,68.67,66.09,71.23
100,75,80,95,68.67,65.44,71.59
100,75,80,99,68.67,64.09,72.28
100,76,80,90,69.92,67.44,72.38
100,76,80,95,69.92,66.82,72.73
100,76,80,99,69.92,65.53,73.39
100,74,80,90,67.41,64.73,70.08
100,74,80,95,67.41,64.06,70.46
100,74,80,99,67.41,62.66,71.17
100,99,20,90,94.77,92.9,96.33
100,99,20,95,94.77,92.29,96.5
100,99,20,99,94.77,90.72,96.81
100,92,50,90,83.83,81.06,86.38
100,92,50,95,83.83,80.33,86.73
100,92,50,99,83.83,78.73,87.37
100,88,50,90,75.75,71.59,79.57
100,88,50,95,75.75,70.49,80.1
100,88,50,99,75.75,68.09,81.06
100,89,50,90,77.77,73.96,81.27
100,89,50,95,77.77,72.95,81.76
100,89,50,99,77.77,70.75,82.64
100,91,50,90,81.81,78.69,84.67
100,91,50,95,81.81,77.87,85.07
100,91,50,99,81.81,76.07,85.79
100,90,50,90,79.79,76.33,82.97
100,90,50,95,79.79,75.41,83.42
100,90,50,99,79.79,73.41,84.22
100,78,80,90,72.43,70.16,74.68
100,78,80,95,72.43,69.59,75.0
100,78,80,99,72.43,68.4,75.61
100,79,80,90,73.68,71.51,75.83
100,79,80,95,73.68,70.97,76.14
100,79,80,99,73.68,69.84,76.71
100,77,80,90,71.17,68.8,73.53
100,77,80,95,71.17,68.2,73.87
100,77,80,99,71.17,66.97,74.5
100,82,80,90,77.44,75.58,79.28
100,82,80,95,77.44,75.12,79.55
100,82,80,99,77.44,74.15,80.04
100,100,20,90,100.0,100.0,100.0
100,100,20,95,100.0,100.0,100.0
100,100,20,99,100.0,100.0,100.0
100,93,50,90,85.85,83.43,88.08
100,93,50,95,85.85,82.79,88.39
100,93,50,99,85.85,81.39,88.95
100,94,50,90,87.87,85.79,89.78
100,94,50,95,87.87,85.24,90.05
100,94,50,99,87.87,84.04,90.53
100,95,50,90,89.89,88.16,91.48
100,95,50,95,89.89,87.7,91.71
100,95,50,99,89.89,86.7,92.11
100,83,80,90,78.69,76.94,80.43
100,83,80,95,78.69,76.5,80.68
100,83,80,99,78.69,75.58,81.15
100,81,80,90,76.18,74.22,78.13
100,81,80,95,76.18,73.73,78.41
100,81,80,99,76.18,72.71,78.93
100,80,80,90,74.93,72.87,76.98
100,80,80,95,74.93,72.35,77.27
100,80,80,99,74.93,71.27,77.82
100,84,80,90,79.94,78.29,81.58
100,84,80,95,79.94,77.88,81.82
100,84,80,99,79.94,77.02,82.26
100,87,80,90,83.7,82.36,85.04
100,87,80,95,83.7,82.03,85.23
100,87,80,99,83.7,81.33,85.58
100,85,80,90,81.2,79.65,82.74
100,85,80,95,81.2,79.26,82.95
100,85,80,99,81.2,78.45,83.37
100,86,80,90,82.45,81.01,83.89
100,86,80,95,82.45,80.64,84.09
100,86,80,99,82.45,79.89,84.47
100,88,80,90,84.96,83.72,86.19
100,88,80,95,84.96,83.41,86.36
100,88,80,99,84.96,82.76,86.69
100,90,80,90,87.46,86.43,88.49
100,90,80,95,87.46,86.17,88.63
100,90,80,99,87.46,85.63,88.91
100,96,50,90,91.91,90.53,93.19
100,96,50,95,91.91,90.16,93.36
100,96,50,99,91.91,89.36,93.68
100,97,50,90,93.93,92.89,94.89
100,97,50,95,93.93,92.62,95.02
100,97,50,99,93.93,92.02,95.26
100,98,50,90,95.95,95.26,96.59
100,98,50,95,95.95,95.08,96.68
100,98,50,99,95.95,94.68,96.84
100,89,80,90,86.21,85.08,87.34
100,89,80,95,86.21,84.79,87.5
100,89,80,99,86.21,84.2,87.8
100,92,80,90,89.97,89.14,90.79
100,92,80,95,89.97,88.94,90.91
100,92,80,99,89.97,88.51,91.13
100,91,80,90,88.72,87.79,89.64
100,91,80,95,88.72,87.56,89.77
100,91,80,99,88.72,87.07,90.02
100,95,80,90,93.73,93.21,94.24
100,95,80,95,93.73,93.08,94.31
100,95,80,99,93.73,92.81,94.45
100,94,80,90,92.48,91.86,93.09
100,94,80,95,92.48,91.7,93.18
100,94,80,99,92.48,91.38,93.34
100,93,80,90,91.22,90.5,91.94
100,93,80,95,91.22,90.32,92.04
100,93,80,99,91.22,89.94,92.23
100,99,50,90,97.97,97.63,98.29
100,99,50,95,97.97,97.54,98.34
100,99,50,99,97.97,97.34,98.42
100,100,50,90,100.0,100.0,100.0
100,100,50,95,100.0,100.0,100.0
100,100,50,99,100.0,100.0,100.0
100,96,80,90,94.98,94.57,95.39
100,96,80,95,94.98,94.47,95.45
100,96,80,99,94.98,94.25,95.56
100,97,80,90,96.24,95.93,96.54
100,97,80,95,96.24,95.85,96.59
100,97,80,99,96.24,95.69,96.67
100,99,80,90,98.74,98.64,98.84
100,99,80,95,98.74,98.61,98.86
100,99,80,99,98.74,98.56,98.89
100,98,80,90,97.49,97.28,97.69
100,98,80,95,97.49,97.23,97.72
100,98,80,99,97.49,97.12,97.78
100,100,80,90,100.0,100.0,100.0
100,100,80,95,100.0,100.0,100.0
100,100,80,99,100.0,100.0,100.0
500,408,20,90,10.01,1.41,20.83
500,408,20,95,10.01,0.0,22.71
500,408,20,99,10.01,0.0,26.22
500,422,20,90,21.49,9.63,32.41
500,422,20,95,21.49,7.03,34.08
500,422,20,99,21.49,2.62,37.14
500,391,20,90,3.79,0.0,10.87
500,391,20,95,3.79,0.0,12.53
500,391,20,99,3.79,0.0,15.77
500,407,20,90,9.42,1.24,20.09
500,407,20,95,9.42,0.0,21.97
500,407,20,99,9.42,0.0,25.49
500,397,20,90,5.22,0.0,13.68
500,397,20,95,5.22,0.0,15.47
500,397,20,99,5.22,0.0,18.92
500,395,20,90,4.67,0.0,12.66
500,395,20,95,4.67,0.0,14.42
500,395,20,99,4.67,0.0,17.81
500,412,20,90,12.72,2.49,23.97
500,412,20,95,12.72,1.35,25.83
500,412,20,99,12.72,0.0,29.24
500,400,20,90,6.19,0.0,15.37
500,400,20,95,6.19,0.0,17.23
500,400,20,99,6.19,0.0,20.73
500,402,20,90,6.97,0.0,16.62
500,402,20,95,6.97,0.0,18.49
500,402,20,99,6.97,0.0,22.03
500,401,20,90,6.57,0.0,15.98
500,401,20,95,6.57,0.0,17.86
500,401,20,99,6.57,0.0,21.36
500,390,20,90,3.6,0.0,10.47
500,390,20,95,3.6,0.0,12.09
500,390,20,99,3.6,0.0,15.29
500,386,20,90,2.97,0.0,9.06
500,386,20,95,2.97,0.0,10.57
500,386,20,99,2.97,0.0,13.57
500,384,20,90,2.71,0.0,8.45
500,384,20,95,2.71,0.0,9.89
500,384,20,99,2.71,0.0,12.8
500,410,20,90,11.3,1.86,22.37
500,410,20,95,11.3,0.0,24.25
500,410,20,99,11.3,0.0,27.71
500,403,20,90,7.4,0.0,17.27
500,403,20,95,7.4,0.0,19.14
500,403,20,99,7.4,0.0,22.69
500,405,20,90,8.34,0.0,18.64
500,405,20,95,8.34,0.0,20.54
500,405,20,99,8.34,0.0,24.05
500,404,20,90,7.85,0.0,17.93
500,404,20,95,7.85,0.0,19.84
500,404,20,99,7.85,0.0,23.37
500,389,20,90,3.43,0.0,10.1
500,389,20,95,3.43,0.0,11.69
500,389,20,99,3.43,0.0,14.85
500,414,20,90,14.27,3.37,25.62
500,414,20,95,14.27,1.89,27.44
500,414,20,99,14.27,0.0,30.79
500,394,20,90,4.43,0.0,12.18
500,394,20,95,4.43,0.0,13.9
500,394,20,99,4.43,0.0,17.27
500,411,20,90,11.99,2.16,23.17
500,411,20,95,11.99,1.16,25.03
500,411,20,99,11.99,0.0,28.47
500,396,20,90,4.93,0.0,13.16
500,396,20,95,4.93,0.0,14.94
500,396,20,99,4.93,0.0,18.37
500,399,20,90,5.84,0.0,14.79
500,399,20,95,5.84,0.0,16.62
500,399,20,99,5.84,0.0,20.12
500,392,20,90,3.98,0.0,11.29
500,392,20,95,3.98,0.0,12.95
500,392,20,99,3.98,0.0,16.24
500,393,20,90,4.2,0.0,11.72
500,393,20,95,4.2,0.0,13.43
500,393,20,99,4.2,0.0,16.76
500,387,20,90,3.11,0.0,9.39
500,387,20,95,3.11,0.0,10.91
500,387,20,99,3.11,0.0,13.99
500,398,20,90,5.52,0.0,14.22
500,398,20,95,5.52,0.0,16.05
500,398,20,99,5.52,0.0,19.52
500,420,20,90,19.57,7.67,30.69
500,420,20,95,19.57,5.23,32.41
500,420,20,99,19.57,1.63,35.54
500,413,20,90,13.48,2.88,24.79
500,413,20,95,13.48,1.59,26.63
500,413,20,99,13.48,0.0,30.01
500,382,20,90,2.48,0.0,7.88
500,382,20,95,2.48,0.0,9.26
500,382,20,99,2.48,0.0,12.1
500,419,20,90,18.64,6.78,29.84
500,419,20,95,18.64,4.48,31.57
500,419,20,99,18.64,1.31,34.74
500,406,20,90,8.87,1.1,19.36
500,406,20,95,8.87,0.0,21.25
500,406,20,99,8.87,0.0,24.76
500,380,20,90,2.28,0.0,7.39
500,380,20,95,2.28,0.0,8.72
500,380,20,99,2.28,0.0,11.45
500,429,20,90,28.43,17.43,38.47
500,429,20,95,28.43,14.75,39.99
500,429,20,99,28.43,9.21,42.77
500,388,20,90,3.26,0.0,9.72
500,388,20,95,3.26,0.0,11.29
500,388,20,99,3.26,0.0,14.4
500,385,20,90,2.84,0.0,8.72
