N,R,P,CI,EV,LB,UB
500,294,80,95,48.47,46.16,50.68
500,294,80,99,48.47,45.34,51.29
500,301,80,90,50.22,48.39,52.05
500,301,80,95,50.22,47.99,52.36
500,301,80,99,50.22,47.2,52.94
500,310,80,90,52.47,50.72,54.22
500,310,80,95,52.47,50.34,54.51
500,310,80,99,52.47,49.59,55.07
500,299,80,90,49.72,47.87,51.57
500,299,80,95,49.72,47.47,51.88
500,299,80,99,49.72,46.67,52.47
500,309,80,90,52.22,50.46,53.97
500,309,80,95,52.22,50.08,54.27
500,309,80,99,52.22,49.32,54.84
500,308,80,90,51.97,50.2,53.73
500,308,80,95,51.97,49.82,54.03
500,308,80,99,51.97,49.06,54.6
500,315,80,90,53.72,52.02,55.42
500,315,80,95,53.72,51.65,55.71
500,315,80,99,53.72,50.91,56.25
500,316,80,90,53.97,52.28,55.66
500,316,80,95,53.97,51.91,55.95
500,316,80,99,53.97,51.18,56.49
500,296,80,90,48.97,47.09,50.84
500,296,80,95,48.97,46.69,51.16
500,296,80,99,48.97,45.87,51.76
500,298,80,90,49.47,47.61,51.32
500,298,80,95,49.47,47.21,51.64
500,298,80,99,49.47,46.4,52.23
500,292,80,90,47.97,46.05,49.88
500,292,80,95,47.97,45.64,50.2
500,292,80,99,47.97,44.81,50.82
500,306,80,90,51.47,49.68,53.25
500,306,80,95,51.47,49.3,53.56
500,306,80,99,51.47,48.53,54.13
500,304,80,90,50.97,49.17,52.77
500,304,80,95,50.97,48.78,53.08
500,304,80,99,50.97,47.99,53.65
500,302,80,90,50.47,48.65,52.29
500,302,80,95,50.47,48.25,52.6
500,302,80,99,50.47,47.46,53.18
500,307,80,90,51.72,49.94,53.49
500,307,80,95,51.72,49.56,53.8
500,307,80,99,51.72,48.79,54.36
500,314,80,90,53.47,51.76,55.18
500,314,80,95,53.47,51.39,55.47
500,314,80,99,53.47,50.65,56.02
500,323,80,90,55.72,54.09,57.35
500,323,80,95,55.72,53.74,57.63
500,323,80,99,55.72,53.04,58.15
500,311,80,90,52.72,50.98,54.46
500,311,80,95,52.72,50.61,54.75
500,311,80,99,52.72,49.85,55.31
500,326,80,90,56.47,54.87,58.07
500,326,80,95,56.47,54.53,58.34
500,326,80,99,56.47,53.83,58.86
500,317,80,90,54.22,52.54,55.9
500,317,80,95,54.22,52.17,56.19
500,317,80,99,54.22,51.44,56.73
500,295,80,90,48.72,46.83,50.6
500,295,80,95,48.72,46.42,50.92
500,295,80,99,48.72,45.61,51.53
500,328,80,90,56.97,55.39,58.55
500,328,80,95,56.97,55.05,58.82
500,328,80,99,56.97,54.36,59.33
500,321,80,90,55.22,53.57,56.87
500,321,80,95,55.22,53.22,57.15
500,321,80,99,55.22,52.5,57.67
500,312,80,90,52.97,51.24,54.7
500,312,80,95,52.97,50.87,54.99
500,312,80,99,52.97,50.12,55.55
500,313,80,90,53.22,51.5,54.94
500,313,80,95,53.22,51.13,55.23
500,313,80,99,53.22,50.38,55.78
500,318,80,90,54.47,52.8,56.14
500,318,80,95,54.47,52.44,56.43
500,318,80,99,54.47,51.71,56.96
500,325,80,90,56.22,54.61,57.83
500,325,80,95,56.22,54.26,58.1
500,325,80,99,56.22,53.57,58.62
500,320,80,90,54.97,53.31,56.63
500,320,80,95,54.97,52.96,56.91
500,320,80,99,54.97,52.24,57.44
500,331,80,90,57.72,56.17,59.28
500,331,80,95,57.72,55.83,59.54
500,331,80,99,57.72,55.16,60.04
500,333,80,90,58.22,56.69,59.76
500,333,80,95,58.22,56.35,60.02
500,333,80,99,58.22,55.69,60.51
500,330,80,90,57.47,55.91,59.03
500,330,80,95,57.47,55.57,59.3
500,330,80,99,57.47,54.89,59.8
500,324,80,90,55.97,54.35,57.59
500,324,80,95,55.97,54.0,57.86
500,324,80,99,55.97,53.3,58.38
500,470,20,90,69.75,65.1,74.0
500,470,20,95,69.75,63.96,74.64
500,470,20,99,69.75,61.56,75.82
500,471,20,90,70.76,66.26,74.86
500,471,20,95,70.76,65.16,75.49
500,471,20,99,70.76,62.84,76.62
500,472,20,90,71.77,67.42,75.73
500,472,20,95,71.77,66.36,76.33
500,472,20,99,71.77,64.12,77.43
500,473,20,90,72.78,68.59,76.6
500,473,20,95,72.78,67.56,77.18
500,473,20,99,72.78,65.4,78.23
500,474,20,90,73.78,69.75,77.46
500,474,20,95,73.78,68.76,78.02
500,474,20,99,73.78,66.68,79.04
500,476,20,90,75.8,72.08,79.2
500,476,20,95,75.8,71.16,79.71
500,476,20,99,75.8,69.25,80.65
500,406,50,90,62.32,59.5,65.04
500,406,50,95,62.32,58.87,65.49
500,406,50,99,62.32,57.6,66.34
500,405,50,90,61.92,59.07,64.66
500,405,50,95,61.92,58.43,65.12
500,405,50,99,61.92,57.15,65.98
500,402,50,90,60.72,57.77,63.55
500,402,50,95,60.72,57.12,64.02
500,402,50,99,60.72,55.79,64.91
500,410,50,90,63.92,61.22,66.52
500,410,50,95,63.92,60.62,66.96
500,410,50,99,63.92,59.4,67.77
500,403,50,90,61.12,58.2,63.92
500,403,50,95,61.12,57.56,64.39
500,403,50,99,61.12,56.24,65.26
500,408,50,90,63.12,60.36,65.78
500,408,50,95,63.12,59.75,66.22
500,408,50,99,63.12,58.5,67.05
500,400,50,90,59.91,56.91,62.81
500,400,50,95,59.91,56.25,63.29
500,400,50,99,59.91,54.89,64.19
500,409,50,90,63.52,60.79,66.15
500,409,50,95,63.52,60.18,66.59
500,409,50,99,63.52,58.95,67.41
500,419,50,90,67.53,65.1,69.87
500,419,50,95,67.53,64.56,70.26
500,419,50,99,67.53,63.46,70.99
500,415,50,90,65.93,63.37,68.38
500,415,50,95,65.93,62.81,68.79
500,415,50,99,65.93,61.66,69.56
500,397,50,90,58.71,55.62,61.69
500,397,50,95,58.71,54.93,62.19
500,397,50,99,58.71,53.54,63.12
500,404,50,90,61.52,58.63,64.29
500,404,50,95,61.52,58.0,64.76
500,404,50,99,61.52,56.69,65.62
500,416,50,90,66.33,63.8,68.76
500,416,50,95,66.33,63.25,69.16
500,416,50,99,66.33,62.11,69.92
500,411,50,90,64.32,61.65,66.9
500,411,50,95,64.32,61.06,67.33
500,411,50,99,64.32,59.85,68.13
500,422,50,90,68.73,66.39,70.99
500,422,50,95,68.73,65.87,71.36
500,422,50,99,68.73,64.81,72.07
500,407,50,90,62.72,59.93,65.41
500,407,50,95,62.72,59.31,65.86
500,407,50,99,62.72,58.05,66.7
500,412,50,90,64.72,62.08,67.27
500,412,50,95,64.72,61.5,67.69
500,412,50,99,64.72,60.3,68.49
500,414,50,90,65.53,62.94,68.01
500,414,50,95,65.53,62.37,68.43
500,414,50,99,65.53,61.2,69.2
500,418,50,90,67.13,64.67,69.5
500,418,50,95,67.13,64.12,69.89
500,418,50,99,67.13,63.01,70.64
500,413,50,90,65.12,62.51,67.64
500,413,50,95,65.12,61.93,68.06
500,413,50,99,65.12,60.75,68.85
500,417,50,90,66.73,64.24,69.13
500,417,50,95,66.73,63.68,69.53
500,417,50,99,66.73,62.56,70.28
500,421,50,90,68.33,65.96,70.62
500,421,50,95,68.33,65.43,71.0
500,421,50,99,68.33,64.36,71.71
500,424,50,90,69.53,67.25,71.73
500,424,50,95,69.53,66.75,72.1
500,424,50,99,69.53,65.72,72.78
500,420,50,90,67.93,65.53,70.24
500,420,50,95,67.93,65.0,70.63
500,420,50,99,67.93,63.91,71.35
500,425,50,90,69.93,67.68,72.1
500,425,50,95,69.93,67.18,72.46
500,425,50,99,69.93,66.17,73.14
500,346,80,90,61.48,60.06,62.89
500,346,80,95,61.48,59.75,63.13
500,346,80,99,61.48,59.14,63.58
500,340,80,90,59.97,58.5,61.44
500,340,80,95,59.97,58.18,61.69
500,340,80,99,59.97,57.55,62.17
500,342,80,90,60.48,59.02,61.93
500,342,80,95,60.48,58.71,62.17
500,342,80,99,60.48,58.08,62.64
500,358,80,90,64.48,63.17,65.78
500,358,80,95,64.48,62.89,66.0
500,358,80,99,64.48,62.32,66.42
500,347,80,90,61.73,60.32,63.13
500,347,80,95,61.73,60.01,63.37
500,347,80,99,61.73,59.4,63.82
500,341,80,90,60.23,58.76,61.69
500,341,80,95,60.23,58.45,61.93
500,341,80,99,60.23,57.81,62.4
500,337,80,90,59.22,57.72,60.72
500,337,80,95,59.22,57.4,60.98
500,337,80,99,59.22,56.75,61.46
500,349,80,90,62.23,60.84,63.61
500,349,80,95,62.23,60.54,63.85
500,349,80,99,62.23,59.93,64.29
500,345,80,90,61.23,59.8,62.65
500,345,80,95,61.23,59.49,62.89
500,345,80,99,61.23,58.87,63.35
500,350,80,90,62.48,61.09,63.85
500,350,80,95,62.48,60.8,64.09
500,350,80,99,62.48,60.2,64.53
500,344,80,90,60.98,59.54,62.41
500,344,80,95,60.98,59.23,62.65
500,344,80,99,60.98,58.61,63.11
500,351,80,90,62.73,61.35,64.09
500,351,80,95,62.73,61.06,64.33
500,351,80,99,62.73,60.46,64.77
500,334,80,90,58.47,56.95,60.0
500,334,80,95,58.47,56.62,60.26
500,334,80,99,58.47,55.95,60.75
500,332,80,90,57.97,56.43,59.52
500,332,80,95,57.97,56.09,59.78
500,332,80,99,57.97,55.42,60.27
500,327,80,90,56.72,55.13,58.31
500,327,80,95,56.72,54.79,58.58
500,327,80,99,56.72,54.1,59.09
500,353,80,90,63.23,61.87,64.58
500,353,80,95,63.23,61.58,64.81
500,353,80,99,63.23,60.99,65.24
500,329,80,90,57.22,55.65,58.79
500,329,80,95,57.22,55.31,59.06
500,329,80,99,57.22,54.63,59.56
500,356,80,90,63.98,62.65,65.3
500,356,80,95,63.98,62.37,65.52
500,356,80,99,63.98,61.79,65.95
500,348,80,90,61.98,60.58,63.37
500,348,80,95,61.98,60.27,63.61
500,348,80,99,61.98,59.67,64.06
500,361,80,90,65.23,63.95,66.5
500,361,80,95,65.23,63.67,66.72
500,361,80,99,65.23,63.12,67.13
500,339,80,90,59.72,58.24,61.2
500,339,80,95,59.72,57.92,61.46
500,339,80,99,59.72,57.28,61.93
500,354,80,90,63.48,62.13,64.82
500,354,80,95,63.48,61.84,65.05
500,354,80,99,63.48,61.26,65.48
500,335,80,90,58.72,57.2,60.24
500,335,80,95,58.72,56.88,60.5
500,335,80,99,58.72,56.22,60.98
500,343,80,90,60.73,59.28,62.17
500,343,80,95,60.73,58.97,62.41
500,343,80,99,60.73,58.34,62.87
500,352,80,90,62.98,61.61,64.34
500,352,80,95,62.98,61.32,64.57
500,352,80,99,62.98,60.73,65.0
500,378,80,90,69.48,68.36,70.6
500,378,80,95,69.48,68.11,70.79
500,378,80,99,69.48,67.63,71.15
500,338,80,90,59.47,57.98,60.96
500,338,80,95,59.47,57.66,61.22
500,338,80,99,59.47,57.02,61.69
500,360,80,90,64.98,63.69,66.26
500,360,80,95,64.98,63.41,66.48
500,360,80,99,64.98,62.85,66.89
500,336,80,90,58.97,57.46,60.48
500,336,80,95,58.97,57.14,60.74
500,336,80,99,58.97,56.48,61.22
500,363,80,90,65.73,64.47,66.99
500,363,80,95,65.73,64.19,67.2
500,363,80,99,65.73,63.65,67.6
500,355,80,90,63.73,62.39,65.06
500,355,80,95,63.73,62.1,65.29
500,355,80,99,63.73,61.53,65.71
500,357,80,90,64.23,62.91,65.54
500,357,80,95,64.23,62.63,65.76
500,357,80,99,64.23,62.06,66.18
500,365,80,90,66.23,64.98,67.47
500,365,80,95,66.23,64.72,67.68
500,365,80,99,66.23,64.18,68.08
500,359,80,90,64.73,63.43,66.02
500,359,80,95,64.73,63.15,66.24
500,359,80,99,64.73,62.59,66.66
500,364,80,90,65.98,64.73,67.23
500,364,80,95,65.98,64.46,67.44
500,364,80,99,65.98,63.91,67.84
500,362,80,90,65.48,64.21,66.74
500,362,80,95,65.48,63.93,66.96
500,362,80,99,65.48,63.38,67.37
500,368,80,90,66.98,65.76,68.19
500,368,80,95,66.98,65.5,68.4
500,368,80,99,66.98,64.97,68.79
500,478,20,90,77.82,74.4,80.93
500,478,20,95,77.82,73.57,81.4
500,478,20,99,77.82,71.81,82.26
500,481,20,90,80.84,77.89,83.53
500,481,20,95,80.84,77.17,83.94
500,481,20,99,80.84,75.65,84.68
500,475,20,90,74.79,70.91,78.33
500,475,20,95,74.79,69.96,78.87
500,475,20,99,74.79,67.96,79.85
500,477,20,90,76.81,73.24,80.06
500,477,20,95,76.81,72.37,80.56
500,477,20,99,76.81,70.53,81.46
500,482,20,90,81.85,79.06,84.4
500,482,20,95,81.85,78.37,84.78
500,482,20,99,81.85,76.93,85.49
500,479,20,90,78.82,75.57,81.8
500,479,20,95,78.82,74.77,82.25
500,479,20,99,78.82,73.09,83.07
500,480,20,90,79.83,76.73,82.66
500,480,20,95,79.83,75.97,83.09
500,480,20,99,79.83,74.37,83.88
500,483,20,90,82.86,80.22,85.26
500,483,20,95,82.86,79.57,85.63
500,483,20,99,82.86,78.21,86.29
500,484,20,90,83.86,81.38,86.13
500,484,20,95,83.86,80.77,86.47
500,484,20,99,83.86,79.5,87.1
500,487,20,90,86.89,84.87,88.73
500,487,20,95,86.89,84.38,89.01
500,487,20,99,86.89,83.34,89.52
500,429,50,90,71.54,69.41,73.59
500,429,50,95,71.54,68.93,73.93
500,429,50,99,71.54,67.97,74.57
500,427,50,90,70.74,68.54,72.85
500,427,50,95,70.74,68.06,73.2
500,427,50,99,70.74,67.07,73.86
500,431,50,90,72.34,70.27,74.33
500,431,50,95,72.34,69.81,74.67
500,431,50,99,72.34,68.87,75.29
500,438,50,90,75.15,73.28,76.94
500,438,50,95,75.15,72.87,77.24
500,438,50,99,75.15,72.03,77.8
500,428,50,90,71.14,68.97,73.22
500,428,50,95,71.14,68.5,73.57
500,428,50,99,71.14,67.52,74.22
500,439,50,90,75.55,73.71,77.31
500,439,50,95,75.55,73.31,77.6
500,439,50,99,75.55,72.48,78.15
500,432,50,90,72.74,70.7,74.71
500,432,50,95,72.74,70.25,75.03
500,432,50,99,72.74,69.32,75.65
500,426,50,90,70.34,68.11,72.47
500,426,50,95,70.34,67.62,72.83
500,426,50,99,70.34,66.62,73.5
500,440,50,90,75.95,74.14,77.68
500,440,50,95,75.95,73.75,77.97
500,440,50,99,75.95,72.93,78.51
500,435,50,90,73.94,71.99,75.82
500,435,50,95,73.94,71.56,76.14
500,435,50,99,73.94,70.68,76.72
500,434,50,90,73.54,71.56,75.45
500,434,50,95,73.54,71.12,75.77
500,434,50,99,73.54,70.23,76.36
500,451,50,90,80.36,78.88,81.77
500,451,50,95,80.36,78.56,82.01
500,451,50,99,80.36,77.89,82.45
500,433,50,90,73.14,71.13,75.08
500,433,50,95,73.14,70.68,75.4
500,433,50,99,73.14,69.77,76.01
500,423,50,90,69.13,66.82,71.36
500,423,50,95,69.13,66.31,71.73
500,423,50,99,69.13,65.26,72.43
500,442,50,90,76.75,75.01,78.42
500,442,50,95,76.75,74.62,78.7
500,442,50,99,76.75,73.83,79.23
500,437,50,90,74.74,72.85,76.57
500,437,50,95,74.74,72.43,76.87
500,437,50,99,74.74,71.58,77.44
500,430,50,90,71.94,69.84,73.96
500,430,50,95,71.94,69.37,74.3
500,430,50,99,71.94,68.42,74.93
500,436,50,90,74.34,72.42,76.19
500,436,50,95,74.34,72.0,76.5
500,436,50,99,74.34,71.13,77.08
500,441,50,90,76.35,74.58,78.05
500,441,50,95,76.35,74.18,78.34
500,441,50,99,76.35,73.38,78.87
500,444,50,90,77.55,75.87,79.17
500,444,50,95,77.55,75.5,79.44
500,444,50,99,77.55,74.74,79.94
500,443,50,90,77.15,75.44,78.8
500,443,50,95,77.15,75.06,79.07
500,443,50,99,77.15,74.29,79.59
500,445,50,90,77.95,76.3,79.54
500,445,50,95,77.95,75.93,79.81
500,445,50,99,77.95,75.19,80.3
500,376,80,90,68.98,67.84,70.12
500,376,80,95,68.98,67.59,70.31
500,376,80,99,68.98,67.1,70.68
500,382,80,90,70.48,69.39,71.56
500,382,80,95,70.48,69.16,71.75
500,382,80,99,70.48,68.69,72.1
500,391,80,90,72.73,71.73,73.73
500,391,80,95,72.73,71.51,73.9
500,391,80,99,72.73,71.08,74.22
500,395,80,90,73.73,72.76,74.7
500,395,80,95,73.73,72.56,74.86
500,395,80,99,73.73,72.14,75.17
500,387,80,90,71.73,70.69,72.77
500,387,80,95,71.73,70.47,72.95
500,387,80,99,71.73,70.02,73.28
500,408,80,90,76.98,76.14,77.83
500,408,80,95,76.98,75.95,77.97
500,408,80,99,76.98,75.59,78.24
500,371,80,90,67.73,66.54,68.91
500,371,80,95,67.73,66.29,69.12
500,371,80,99,67.73,65.77,69.49
500,390,80,90,72.48,71.47,73.49
500,390,80,95,72.48,71.25,73.66
500,390,80,99,72.48,70.81,73.99
500,370,80,90,67.48,66.28,68.67
500,370,80,95,67.48,66.02,68.88
500,370,80,99,67.48,65.5,69.26
500,381,80,90,70.23,69.13,71.32
500,381,80,95,70.23,68.9,71.51
500,381,80,99,70.23,68.42,71.86
500,375,80,90,68.73,67.58,69.88
500,375,80,95,68.73,67.33,70.07
500,375,80,99,68.73,66.83,70.44
500,377,80,90,69.23,68.1,70.36
500,377,80,95,69.23,67.85,70.55
500,377,80,99,69.23,67.36,70.91
500,379,80,90,69.73,68.62,70.84
500,379,80,95,69.73,68.38,71.03
500,379,80,99,69.73,67.89,71.39
500,393,80,90,73.23,72.25,74.21
500,393,80,95,73.23,72.03,74.38
500,393,80,99,73.23,71.61,74.7
500,380,80,90,69.98,68.87,71.08
500,380,80,95,69.98,68.64,71.27
500,380,80,99,69.98,68.16,71.62
500,385,80,90,71.23,70.17,72.29
500,385,80,95,71.23,69.94,72.47
500,385,80,99,71.23,69.48,72.8
500,388,80,90,71.98,70.95,73.01
500,388,80,95,71.98,70.73,73.18
500,388,80,99,71.98,70.28,73.51
500,384,80,90,70.98,69.91,72.05
500,384,80,95,70.98,69.68,72.23
500,384,80,99,70.98,69.22,72.57
500,374,80,90,68.48,67.32,69.64
500,374,80,95,68.48,67.07,69.83
500,374,80,99,68.48,66.57,70.2
500,383,80,90,70.73,69.65,71.8
500,383,80,95,70.73,69.42,71.99
500,383,80,99,70.73,68.95,72.33
500,397,80,90,74.23,73.28,75.18
500,397,80,95,74.23,73.08,75.34
500,397,80,99,74.23,72.67,75.64
500,372,80,90,67.98,66.8,69.15
500,372,80,95,67.98,66.55,69.35
500,372,80,99,67.98,66.04,69.73
500,389,80,90,72.23,71.21,73.25
500,389,80,95,72.23,70.99,73.42
500,389,80,99,72.23,70.55,73.75
500,386,80,90,71.48,70.43,72.53
500,386,80,95,71.48,70.2,72.71
500,386,80,99,71.48,69.75,73.04
500,366,80,90,66.48,65.24,67.71
500,366,80,95,66.48,64.98,67.92
500,366,80,99,66.48,64.44,68.31
500,367,80,90,66.73,65.5,67.95
500,367,80,95,66.73,65.24,68.16
500,367,80,99,66.73,64.71,68.55
500,394,80,90,73.48,72.51,74.46
500,394,80,95,73.48,72.3,74.62
500,394,80,99,73.48,71.87,74.93
500,396,80,90,73.98,73.02,74.94
500,396,80,95,73.98,72.82,75.1
500,396,80,99,73.98,72.4,75.41
500,398,80,90,74.48,73.54,75.42
500,398,80,95,74.48,73.34,75.58
500,398,80,99,74.48,72.93,75.88
500,392,80,90,72.98,71.99,73.97
500,392,80,95,72.98,71.77,74.14
500,392,80,99,72.98,71.34,74.46
500,369,80,90,67.23,66.02,68.43
500,369,80,95,67.23,65.76,68.64
500,369,80,99,67.23,65.24,69.02
500,373,80,90,68.23,67.06,69.4
500,373,80,95,68.23,66.81,69.59
500,373,80,99,68.23,66.3,69.97
500,404,80,90,75.98,75.1,76.86
500,404,80,95,75.98,74.91,77.01
500,404,80,99,75.98,74.53,77.3
500,401,80,90,75.23,74.32,76.14
500,401,80,95,75.23,74.12,76.3
500,401,80,99,75.23,73.73,76.59
500,400,80,90,74.98,74.06,75.9
500,400,80,95,74.98,73.86,76.06
500,400,80,99,74.98,73.46,76.35
500,406,80,90,76.48,75.62,77.35
500,406,80,95,76.48,75.43,77.49
500,406,80,99,76.48,75.06,77.77
500,405,80,90,76.23,75.36,77.11
500,405,80,95,76.23,75.17,77.25
500,405,80,99,76.23,74.79,77.53
500,399,80,90,74.73,73.8,75.66
500,399,80,95,74.73,73.6,75.82
500,399,80,99,74.73,73.2,76.11
500,403,80,90,75.73,74.84,76.62
500,403,80,95,75.73,74.65,76.78
500,403,80,99,75.73,74.26,77.06
500,486,20,90,85.88,83.71,87.86
500,486,20,95,85.88,83.18,88.16
500,486,20,99,85.88,82.06,88.71
500,488,20,90,87.9,86.04,89.6
500,488,20,95,87.9,85.58,89.85
500,488,20,99,87.9,84.62,90.32
500,490,20,90,89.91,88.36,91.33
500,490,20,95,89.91,87.98,91.54
500,490,20,99,89.91,87.18,91.94
500,489,20,90,88.91,87.2,90.46
500,489,20,95,88.91,86.78,90.7
500,489,20,99,88.91,85.9,91.13
500,485,20,90,84.87,82.55,87.0
500,485,20,95,84.87,81.98,87.32
500,485,20,99,84.87,80.78,87.91
500,491,20,90,90.92,89.53,92.2
500,491,20,95,90.92,89.18,92.39
500,491,20,99,90.92,88.46,92.74
500,496,20,90,95.96,95.34,96.53
500,496,20,95,95.96,95.19,96.61
500,496,20,99,95.96,94.87,96.77
500,494,20,90,93.95,93.02,94.8
500,494,20,95,93.95,92.79,94.92
500,494,20,99,93.95,92.31,95.16
500,446,50,90,78.35,76.73,79.91
500,446,50,95,78.35,76.37,80.17
500,446,50,99,78.35,75.64,80.66
500,448,50,90,79.15,77.59,80.66
500,448,50,95,79.15,77.25,80.91
500,448,50,99,79.15,76.54,81.38
500,447,50,90,78.75,77.16,80.28
500,447,50,95,78.75,76.81,80.54
500,447,50,99,78.75,76.09,81.02
500,452,50,90,80.76,79.31,82.14
500,452,50,95,80.76,79.0,82.38
500,452,50,99,80.76,78.34,82.81
500,459,50,90,83.56,82.33,84.75
500,459,50,95,83.56,82.06,84.94
500,459,50,99,83.56,81.5,85.32
500,453,50,90,81.16,79.75,82.52
500,453,50,95,81.16,79.43,82.74
500,453,50,99,81.16,78.8,83.17
500,458,50,90,83.16,81.9,84.38
500,458,50,95,83.16,81.62,84.58
500,458,50,99,83.16,81.05,84.96
500,450,50,90,79.95,78.45,81.4
500,450,50,95,79.95,78.12,81.64
500,450,50,99,79.95,77.44,82.09
500,454,50,90,81.56,80.18,82.89
500,454,50,95,81.56,79.87,83.11
500,454,50,99,81.56,79.25,83.52
500,463,50,90,85.17,84.05,86.23
500,463,50,95,85.17,83.81,86.41
500,463,50,99,85.17,83.31,86.75
500,465,50,90,85.97,84.92,86.98
500,465,50,95,85.97,84.68,87.15
500,465,50,99,85.97,84.21,87.46
500,456,50,90,82.36,81.04,83.63
500,456,50,95,82.36,80.75,83.84
500,456,50,99,82.36,80.15,84.24
500,449,50,90,79.55,78.02,81.03
500,449,50,95,79.55,77.68,81.27
500,449,50,99,79.55,76.99,81.73
500,464,50,90,85.57,84.48,86.61
500,464,50,95,85.57,84.25,86.78
500,464,50,99,85.57,83.76,87.11
500,455,50,90,81.96,80.61,83.26
500,455,50,95,81.96,80.31,83.48
500,455,50,99,81.96,79.7,83.88
500,460,50,90,83.96,82.76,85.12
500,460,50,95,83.96,82.5,85.31
500,460,50,99,83.96,81.95,85.67
500,457,50,90,82.76,81.47,84.0
500,457,50,95,82.76,81.18,84.21
500,457,50,99,82.76,80.6,84.6
500,462,50,90,84.76,83.62,85.86
500,462,50,95,84.76,83.37,86.05
500,462,50,99,84.76,82.86,86.39
500,461,50,90,84.36,83.19,85.49
500,461,50,95,84.36,82.93,85.68
500,461,50,99,84.36,82.4,86.03
500,467,50,90,86.77,85.78,87.72
500,467,50,95,86.77,85.56,87.88
500,467,50,99,86.77,85.11,88.18
500,468,50,90,87.17,86.21,88.09
500,468,50,95,87.17,86.0,88.25
500,468,50,99,87.17,85.56,88.54
500,469,50,90,87.57,86.64,88.47
500,469,50,95,87.57,86.43,88.62
500,469,50,99,87.57,86.01,88.9
500,472,50,90,88.77,87.93,89.58
500,472,50,95,88.77,87.75,89.72
500,472,50,99,88.77,87.37,89.97
500,466,50,90,86.37,85.35,87.35
500,466,50,95,86.37,85.12,87.51
500,466,50,99,86.37,84.66,87.82
500,474,50,90,89.57,88.79,90.33
500,474,50,95,89.57,88.62,90.45
500,474,50,99,89.57,88.27,90.69
500,425,80,90,81.24,80.54,81.92
500,425,80,95,81.24,80.4,82.04
500,425,80,99,81.24,80.1,82.26
500,411,80,90,77.73,76.91,78.55
500,411,80,95,77.73,76.74,78.69
500,411,80,99,77.73,76.38,78.95
500,430,80,90,82.49,81.84,83.13
500,430,80,95,82.49,81.7,83.24
500,430,80,99,82.49,81.42,83.44
500,416,80,90,78.98,78.21,79.76
500,416,80,95,78.98,78.04,79.89
500,416,80,99,78.98,77.71,80.13
500,429,80,90,82.24,81.58,82.89
500,429,80,95,82.24,81.44,83.0
500,429,80,99,82.24,81.16,83.21
500,433,80,90,83.24,82.62,83.85
500,433,80,95,83.24,82.49,83.96
500,433,80,99,83.24,82.22,84.15
500,418,80,90,79.48,78.73,80.24
500,418,80,95,79.48,78.57,80.37
500,418,80,99,79.48,78.24,80.61
500,424,80,90,80.99,80.29,81.68
500,424,80,95,80.99,80.13,81.8
500,424,80,99,80.99,79.83,82.03
500,431,80,90,82.74,82.1,83.37
500,431,80,95,82.74,81.96,83.48
500,431,80,99,82.74,81.69,83.68
500,414,80,90,78.48,77.69,79.27
500,414,80,95,78.48,77.52,79.41
500,414,80,99,78.48,77.18,79.66
500,428,80,90,81.99,81.32,82.65
500,428,80,95,81.99,81.18,82.76
500,428,80,99,81.99,80.89,82.97
500,427,80,90,81.74,81.06,82.41
500,427,80,95,81.74,80.92,82.52
500,427,80,99,81.74,80.63,82.74
500,423,80,90,80.74,80.03,81.44
500,423,80,95,80.74,79.87,81.56
500,423,80,99,80.74,79.57,81.79
500,409,80,90,77.23,76.4,78.07
500,409,80,95,77.23,76.22,78.21
500,409,80,99,77.23,75.85,78.48
500,410,80,90,77.48,76.65,78.31
500,410,80,95,77.48,76.48,78.45
500,410,80,99,77.48,76.12,78.72
500,421,80,90,80.24,79.51,80.96
500,421,80,95,80.24,79.35,81.08
500,421,80,99,80.24,79.04,81.32
500,415,80,90,78.73,77.95,79.51
500,415,80,95,78.73,77.78,79.65
500,415,80,99,78.73,77.44,79.9
500,413,80,90,78.23,77.43,79.03
500,413,80,95,78.23,77.26,79.17
500,413,80,99,78.23,76.91,79.43
500,420,80,90,79.98,79.25,80.72
500,420,80,95,79.98,79.09,80.84
500,420,80,99,79.98,78.77,81.08
500,435,80,90,83.74,83.14,84.33
500,435,80,95,83.74,83.01,84.44
500,435,80,99,83.74,82.75,84.63
500,432,80,90,82.99,82.36,83.61
500,432,80,95,82.99,82.23,83.72
500,432,80,99,82.99,81.95,83.92
500,438,80,90,84.49,83.92,85.06
500,438,80,95,84.49,83.79,85.15
500,438,80,99,84.49,83.55,85.34
500,419,80,90,79.73,78.99,80.48
500,419,80,95,79.73,78.83,80.61
500,419,80,99,79.73,78.51,80.84
500,426,80,90,81.49,80.8,82.17
500,426,80,95,81.49,80.66,82.28
500,426,80,99,81.49,80.36,82.5
500,417,80,90,79.23,78.47,80.0
500,417,80,95,79.23,78.31,80.13
500,417,80,99,79.23,77.97,80.37
500,422,80,90,80.49,79.77,81.2
500,422,80,95,80.49,79.61,81.32
500,422,80,99,80.49,79.3,81.55
500,412,80,90,77.98,77.17,78.79
500,412,80,95,77.98,77.0,78.93
500,412,80,99,77.98,76.65,79.19
500,434,80,90,83.49,82.88,84.09
500,434,80,95,83.49,82.75,84.2
500,434,80,99,83.49,82.48,84.39
500,437,80,90,84.24,83.66,84.82
500,437,80,95,84.24,83.53,84.91
500,437,80,99,84.24,83.28,85.1
500,441,80,90,85.24,84.69,85.78
